;x;y
9667;[29, 38, 11, 29, 17, 38, 15, 17, 6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5];35
9668;[38, 11, 29, 17, 38, 15, 17, 6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35];21
9669;[11, 29, 17, 38, 15, 17, 6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21];26
9670;[29, 17, 38, 15, 17, 6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26];15
9671;[17, 38, 15, 17, 6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15];26
9672;[38, 15, 17, 6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26];21
9673;[15, 17, 6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21];1
9674;[17, 6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1];38
9675;[6, 38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38];29
9676;[38, 53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29];41
9677;[53, 26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41];47
9678;[26, 5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47];17
9679;[5, 53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17];35
9680;[53, 54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35];26
9681;[54, 21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26];21
9682;[21, 39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21];55
9683;[39, 55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55];37
9684;[55, 26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37];35
9685;[26, 21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35];15
9686;[21, 38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15];17
9687;[38, 29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17];15
9688;[29, 41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15];35
9689;[41, 47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35];26
9690;[47, 17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26];25
9691;[17, 6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25];38
9692;[6, 38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38];26
9693;[38, 53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26];15
9694;[53, 26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15];5
9695;[26, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5];21
9696;[5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21];26
9697;[35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26];37
9698;[21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37];21
9699;[26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21];38
9700;[15, 26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38];29
9701;[26, 21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29];41
9702;[21, 1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41];47
9703;[1, 38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47];17
9704;[38, 29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17];37
9705;[29, 41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37];29
9706;[41, 47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29];48
9707;[47, 17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48];17
9708;[17, 15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17];24
9709;[15, 35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24];26
9710;[35, 26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26];17
9711;[26, 25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17];37
9712;[25, 38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37];21
9713;[38, 26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21];26
9714;[26, 15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26];17
9715;[15, 5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17];53
9716;[5, 35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53];54
9717;[35, 21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54];29
9718;[21, 26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29];48
9719;[26, 15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48];37
9720;[15, 26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37];30
9721;[26, 21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30];26
9722;[21, 1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26];29
9723;[1, 38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29];39
9724;[38, 29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39];37
9725;[29, 41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37];6
9726;[41, 47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6];6
9727;[47, 17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6];27
9728;[17, 35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27];17
9729;[35, 26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17];38
9730;[26, 21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38];29
9731;[21, 55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29];25
9732;[55, 37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25];6
9733;[37, 35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6];38
9734;[35, 15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38];29
9735;[15, 17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29];26
9736;[17, 15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26];48
9737;[15, 35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48];17
9738;[35, 26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17];39
9739;[26, 25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39];11
9740;[25, 38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11];17
9741;[38, 26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17];30
9742;[26, 15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30];37
9743;[15, 5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37];38
9744;[5, 21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38];29
9745;[21, 26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29];39
9746;[26, 37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39];37
9747;[37, 21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37];38
9748;[21, 38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38];29
9749;[38, 29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38, 29];17
9750;[29, 41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38, 29, 17];39
9751;[41, 47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38, 29, 17, 39];55
9752;[47, 17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38, 29, 17, 39, 55];37
9753;[17, 37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38, 29, 17, 39, 55, 37];39
9754;[37, 29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38, 29, 17, 39, 55, 37, 39];17
9755;[29, 48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38, 29, 17, 39, 55, 37, 39, 17];39
9756;[48, 17, 24, 26, 17, 37, 21, 26, 17, 53, 54, 29, 48, 37, 30, 26, 29, 39, 37, 6, 6, 27, 17, 38, 29, 25, 6, 38, 29, 26, 48, 17, 39, 11, 17, 30, 37, 38, 29, 39, 37, 38, 29, 17, 39, 55, 37, 39, 17, 39];55
